:3.0,17.737,24.5,17.883,23.87,17.807,998.902,17.759,77.864,17.782,9.889537,17.73,1.0,1.0,100.0,1.0,1.0,0.917,-0.262,120.178,-1.0,-1.0,18.7,371.192,112.669,50.113,18.6,104.912,15.369,849.24,18.6,62.194,27.954,844.454,18.6,28.978,41.15,830.71,18.5,213.143,33.047,133.721,18.8,128.244,46.572,121.343,18.8,78.393,61.206,81.351,18.7,42.163,77.432,128.089,18.7,274.038,67.357,86.739,18.7,157.165,84.381,66.079,18.7,96.847,104.01,61.153,18.8,56.294,127.409,163.599,18.5,371.192,112.669,50.113,18.7,194.822,138.001,25.416,18.7,118.535,169.992,93.552,18.7,71.803,212.661,178.261,;
:2.0,21.902,24.4,22.052,23.77,21.971,998.767,21.925,76.527,21.949,10.478065,21.895,1.0,1.0,100.0,1.0,1.0,0.822,-0.211,121.078,-1.0,-1.0,17.4,568.368,103.926,60.664,18.2,124.327,12.596,168.915,18.3,76.252,26.146,206.08,17.2,40.815,40.356,300.975,17.3,266.051,28.702,190.524,18.4,154.776,43.077,175.927,18.1,95.998,58.621,130.438,17.3,56.064,75.909,176.36,17.1,367.152,61.654,102.72,17.3,195.074,79.342,72.129,17.2,119.463,99.77,93.455,17.1,72.918,124.255,238.434,16.6,568.368,103.926,60.664,17.2,252.542,129.358,40.85,17.2,148.57,161.533,124.92,16.8,92.124,204.723,252.432,;
:2.0,22.149,24.4,22.3,23.82,22.218,998.813,22.171,76.246,22.196,7.905611,22.142,1.0,1.0,100.0,1.0,1.0,0.624,-0.126,121.306,-1.0,-1.0,17.8,-106.489,220.009,69.776,20.4,-960.76,94.466,135.548,19.6,1779.965,134.783,129.039,18.8,453.599,194.99,489.087,16.7,-223.982,97.934,228.626,18.0,-389.335,139.635,251.844,18.2,-1118.288,202.839,313.767,18.4,1414.42,319.616,566.572,17.2,-152.079,144.687,145.696,17.2,-233.714,211.162,100.359,16.7,-414.87,337.332,157.963,16.9,-1336.562,710.756,497.501,17.0,-106.489,220.009,69.776,17.3,-157.7,356.863,79.289,17.2,-244.127,794.489,203.251,17.4,-443.666,-4935.913,513.679,;
:2.0,22.399,24.4,22.55,23.85,22.468,998.77,22.421,76.46,22.446,10.76685,22.392,1.0,1.0,100.0,1.0,1.0,0.77,-0.157,121.104,-1.0,-1.0,17.9,385.193,894.289,299.578,18.8,-298.082,-359.76,675.086,19.3,-179.428,-733.174,1405.677,18.8,-117.244,-46583.43,324.971,16.7,-7096.913,-422.695,217.588,16.9,-531.009,-1021.603,665.022,17.3,-262.797,2806.202,1400.872,18.1,-162.77,584.476,303.512,17.7,835.51,-1672.6,279.5,17.4,-1925.5,1359.232,687.772,16.5,-437.437,474.173,1411.814,16.6,-233.902,277.674,350.565,18.7,385.193,894.289,299.578,19.0,1228.148,397.398,696.173,18.9,-1110.883,246.28,1415.926,18.5,-370.449,170.283,366.773,;
:2.0,22.653,24.4,22.805,23.84,22.722,998.759,22.676,76.483,22.7,7.6150675,22.647,1.0,1.0,100.0,1.0,1.0,0.802,-0.217,121.297,-1.0,-1.0,17.7,25.253,-126.31,90.865,16.4,-7.303,6505.33,183.305,19.0,-40.501,7045.045,443.459,18.8,-80.392,7682.379,63079.363,16.3,24.894,-491.386,65.756,16.2,-7.129,-488.391,184.216,17.3,-40.309,-485.431,443.836,18.2,-80.142,-482.504,63079.367,17.9,25.074,-220.07,317.419,17.1,-6.956,-219.33,361.063,16.7,-40.116,-218.595,541.684,17.1,-79.892,-217.863,63080.133,18.8,25.253,-126.31,90.865,19.1,-6.783,-125.951,146.134,18.5,-39.924,-125.593,429.43,18.2,-79.643,-125.236,63079.27,;
:2.0,22.904,24.4,23.055,23.86,22.973,998.778,22.926,76.454,22.951,11.3307,22.897,1.0,1.0,100.0,1.0,1.0,0.86,-0.243,120.91,-1.0,-1.0,16.9,-111.033,118.691,301.564,15.5,-993.06,42.6,583.55,18.1,1509.341,67.085,2092.663,19.0,419.7,96.649,363.401,15.3,-226.157,47.27,1084.061,15.5,-406.864,72.556,943.863,17.5,-1381.634,103.564,1774.213,18.4,1058.731,145.082,1048.498,16.5,-155.991,78.256,422.873,15.8,-245.934,110.892,680.539,16.9,-463.996,155.515,2121.754,18.5,-2260.483,224.937,504.641,17.2,-111.033,118.691,301.564,16.5,-167.479,166.9,612.578,16.3,-268.644,244.455,2100.943,16.3,-538.211,402.491,408.389,;
:2.0,27.094,24.3,27.253,23.71,27.174,998.77,27.121,74.853,27.15,11.17331,27.087,1.0,1.0,100.0,1.0,1.0,0.891,-0.178,121.087,-1.0,-1.0,17.1,-21.965,98.144,439.156,17.8,-22.08,2034.908,261.188,18.2,8.122,-5042.37,1913.634,18.3,39.279,-1122.669,543.444,16.9,-43.575,292.745,168.864,17.8,-11.846,379.568,352.419,18.2,18.247,528.108,1928.205,18.1,50.644,847.282,592.715,16.0,-32.522,162.231,188.177,16.8,-1.789,194.028,362.07,17.5,28.621,235.672,1929.992,17.3,62.821,293.517,598.504,15.0,-21.965,98.144,439.156,15.7,8.234,116.059,311.728,16.1,39.402,137.1,1869.92,16.6,76.09,162.545,360.47,;
:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,;
:0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,;
:2.0,27.6,24.3,27.748,23.76,27.67,998.866,27.623,74.439,27.645,4.108272,27.588,1.0,1.0,100.0,1.0,1.0,0.508,-0.15,120.75,-1.0,-1.0,16.5,-1700.294,639.782,168.154,15.4,136.462,-2789.575,373.449,16.2,133.537,-383.125,944.364,17.4,130.682,-189.639,944.364,15.1,248.246,571.528,174.021,15.9,241.586,-2230.278,172.12,16.9,235.208,-369.151,884.299,17.9,229.093,-185.194,884.299,15.6,623.76,603.806,193.776,16.3,589.524,-1857.447,312.182,17.2,558.726,-356.072,921.856,18.2,530.864,-180.895,921.856,15.8,-1700.294,639.782,168.154,16.2,-2008.016,-1591.103,177.855,16.8,-2450.987,-343.802,885.434,16.6,-3143.696,-176.732,885.434,;
:2.0,27.845,24.3,27.993,23.72,27.917,998.884,27.867,74.152,27.89,11.254482,27.832,1.0,1.0,100.0,1.0,1.0,0.361,-0.295,120.498,-1.0,-1.0,17.0,-485.469,-687.513,89.389,17.2,227.545,-192.685,194.492,17.4,253.175,-113.312,438.653,17.9,283.868,-65.372,34948.766,16.1,431.873,-454.884,75.18,17.6,516.216,-212.339,185.294,17.3,638.429,-123.425,434.653,17.4,832.319,-72.21,34948.715,16.8,8340.394,-548.551,335.486,17.6,-4252.009,-235.193,375.81,16.8,-1691.605,-134.463,543.896,16.6,-1053.366,-79.405,34950.242,16.1,-485.469,-687.513,89.389,16.7,-409.619,-262.205,143.845,16.8,-353.042,-146.604,418.666,16.8,-309.077,-87.016,34948.52,;
:2.0,28.094,24.3,28.245,23.7,28.165,998.878,28.116,73.959,28.139,7.0630555,28.082,1.0,1.0,100.0,1.0,1.0,-0.064,-0.471,120.708,-1.0,-1.0,17.2,212.977,-500.013,39.79,17.3,36.493,-191.365,215.692,17.0,39.397,-112.029,201.555,17.1,42.344,-64.116,158.154,16.5,71.161,-418.807,115.99,18.1,74.772,-200.955,106.263,17.8,78.483,-117.03,73.438,17.6,82.302,-67.532,101.087,16.4,122.771,-456.052,77.525,17.7,128.279,-211.268,62.036,17.9,134.05,-122.248,45.28,17.9,140.11,-71.032,132.898,15.8,212.977,-500.013,39.79,16.6,224.305,-222.403,24.051,16.9,236.596,-127.702,80.481,16.8,249.991,-74.622,148.623,;
